Review,Liked,Review_cleaned,Polarity,Length,Word Counts
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1,"['chip', 'sals', 'amazing']",0.6000000000000001,25,3
We won't be returning.,0,"['wont', 'returning']",0.0,20,2
This is my new fav Vegas buffet spot.,1,"['new', 'fav', 'vega', 'buffet', 'spot']",0.13636363636363635,36,5
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,"['seriously', 'cannot', 'believe', 'owner', 'many', 'unexperienced', 'employee', 'running', 'around', 'like', 'chicken', 'head', 'cut']",-0.14444444444444443,123,13
"Very, very sad.",0,['sad'],-0.5,7,1
"i felt insulted and disrespected, how could you talk and judge another human being like that?",0,"['felt', 'insulted', 'disrespected', 'could', 'talk', 'judge', 'another', 'human', 'like']",0.0,82,9
"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0,"['call', 'steakhouse', 'cant', 'properly', 'cook', 'steak', 'dont', 'understand']",0.0,74,8
I'm not impressed with the concept or the food.,0,"['im', 'impressed', 'concept', 'food']",1.0,35,4
The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0,"['thing', 'wasnt', 'crazy', 'guacamole', 'dont', 'like', 'puréed']",-0.6,60,7
"There is really nothing for me at postinos, hope your experience is better",0,"['really', 'nothing', 'postinos', 'hope', 'experience', 'better']",0.35,60,6
I got food poisoning here at the buffet.,0,"['got', 'food', 'poisoning', 'buffet']",0.0,35,4
They brought a fresh batch of fries and I was thinking yay something warm but no!,0,"['brought', 'fresh', 'batch', 'fry', 'thinking', 'yay', 'something', 'warm']",0.44999999999999996,69,8
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,"['hilarious', 'yummy', 'christmas', 'eve', 'dinner', 'remember', 'biggest', 'fail', 'entire', 'trip', 'u']",0.0,96,11
"Needless to say, I won't be going back anytime soon.",0,"['needle', 'say', 'wont', 'going', 'back', 'anytime', 'soon']",0.0,55,7
This place is disgusting!,0,"['place', 'disgusting']",-1.0,22,2
"Every time I eat here, I see caring teamwork to a professional degree.",1,"['every', 'time', 'eat', 'see', 'caring', 'teamwork', 'professional', 'degree']",0.1,72,8
The RI style calamari was a joke.,0,"['ri', 'style', 'calamari', 'joke']",0.0,32,4
"However, there was so much garlic in the fondue, it was barely edible.",0,"['however', 'much', 'garlic', 'fondue', 'barely', 'edible']",0.125,54,6
"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,"['could', 'barely', 'stomach', 'meal', 'didnt', 'complain', 'business', 'lunch']",0.05,73,8
"It was so bad, I had lost the heart to finish it.",0,"['bad', 'lost', 'heart', 'finish']",-0.6999999999999998,31,4
It also took her forever to bring us the check when we asked for it.,0,"['also', 'took', 'forever', 'bring', 'u', 'check', 'asked']",0.0,53,7
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0,"['arent', 'one', 'make', 'scene', 'restaurant', 'dont', 'get', 'itdefinitely', 'lost', 'love', 'one']",0.5,91,11
Disappointing experience.,0,"['disappointing', 'experience']",-0.6,30,2
"The food is about on par with Denny's, which is to say, not good at all.",0,"['food', 'par', 'dennys', 'say', 'good']",0.7,36,5
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0,"['want', 'wait', 'mediocre', 'food', 'downright', 'terrible', 'service', 'place']",-0.75,74,8
WAAAAAAyyyyyyyyyy over rated is all I am saying.,0,"['waaaaaayyyyyyyyyy', 'rated', 'saying']",0.0,38,3
We won't be going back.,0,"['wont', 'going', 'back']",0.0,23,3
The place was fairly clean but the food simply wasn't worth it.,0,"['place', 'fairly', 'clean', 'food', 'simply', 'wasnt', 'worth']",0.22222222222222224,58,7
This place lacked style!!,0,"['place', 'lacked', 'style']",0.0,26,3
"The sangria was about half of a glass wine full and was $12, ridiculous.",0,"['sangria', 'half', 'glass', 'wine', 'full', '12', 'ridiculous']",-0.049999999999999996,58,7
Don't bother coming here.,0,"['dont', 'bother', 'coming']",0.0,26,3
"The meat was pretty dry, I had the sliced brisket and pulled pork.",0,"['meat', 'pretty', 'dry', 'sliced', 'brisket', 'pulled', 'pork']",0.09166666666666667,58,7
"The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.",0,"['building', 'seems', 'pretty', 'neat', 'bathroom', 'pretty', 'trippy', 'wouldnt', 'eat']",0.25,81,9
It was equally awful.,0,"['equally', 'awful']",-1.0,19,2
Probably not in a hurry to go back.,0,"['probably', 'hurry', 'go', 'back']",0.0,32,4
very slow at seating even with reservation.,0,"['slow', 'seating', 'even', 'reservation']",-0.30000000000000004,39,4
Not good by any stretch of the imagination.,0,"['good', 'stretch', 'imagination']",0.7,32,3
The cashew cream sauce was bland and the vegetables were undercooked.,0,"['cashew', 'cream', 'sauce', 'bland', 'vegetable', 'undercooked']",-0.16666666666666666,60,6
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0,"['chipolte', 'ranch', 'dipping', 'sause', 'tasteless', 'seemed', 'thin', 'watered', 'heat']",-0.5,83,9
"It was a bit too sweet, not really spicy enough, and lacked flavor.",0,"['bit', 'sweet', 'really', 'spicy', 'enough', 'lacked', 'flavor']",0.18333333333333335,59,7
I was VERY disappointed!!,0,['disappointed'],-0.75,16,1
This place is horrible and way overpriced.,0,"['place', 'horrible', 'way', 'overpriced']",-1.0,39,4
"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0,"['maybe', 'vegetarian', 'fare', 'ive', 'twice', 'thought', 'average', 'best']",0.425,70,8
It wasn't busy at all and now we know why.,0,"['wasnt', 'busy', 'know']",0.1,23,3
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0,"['table', 'outside', 'also', 'dirty', 'lot', 'time', 'worker', 'always', 'friendly', 'helpful', 'menu']",-0.075,93,11
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0,"['ambiance', 'feel', 'like', 'buffet', 'setting', 'douchey', 'indoor', 'garden', 'tea', 'biscuit']",0.0,89,10
Con: spotty service.,0,"['con', 'spotty', 'service']",0.0,26,3
"The fries were not hot, and neither was my burger.",0,"['fry', 'hot', 'neither', 'burger']",0.25,32,4
But then they came back cold.,0,"['came', 'back', 'cold']",-0.3,22,3
"Then our food came out, disappointment ensued.",0,"['food', 'came', 'disappointment', 'ensued']",-0.6,41,4
The real disappointment was our waiter.,0,"['real', 'disappointment', 'waiter']",-0.8999999999999999,34,3
My husband said she was very rude... did not even apologize for the bad food or anything.,0,"['husband', 'said', 'rude', 'even', 'apologize', 'bad', 'food', 'anything']",-0.4999999999999999,68,8
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0,"['reason', 'eat', 'would', 'fill', 'night', 'binge', 'drinking', 'get', 'carbs', 'stomach']",0.0,82,10
"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0,"['insult', 'profound', 'deuchebaggery', 'go', 'outside', 'smoke', 'break', 'serving', 'solidify']",0.041666666666666664,89,9
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0,"['someone', 'order', 'two', 'taco', 'dont', 'think', 'may', 'part', 'customer', 'service', 'ask', 'combo', 'ala', 'cart']",0.0,108,14
She was quite disappointed although some blame needs to be placed at her door.,0,"['quite', 'disappointed', 'although', 'blame', 'need', 'placed', 'door']",-0.75,66,7
After all the rave reviews I couldn't wait to eat here......what a disappointment!,0,"['rave', 'review', 'couldnt', 'wait', 'eat', 'herewhat', 'disappointment']",-0.6,68,7
Del Taco is pretty nasty and should be avoided if possible.,0,"['del', 'taco', 'pretty', 'nasty', 'avoided', 'possible']",-0.25,52,6
It's NOT hard to make a decent hamburger.,0,"['hard', 'make', 'decent', 'hamburger']",-0.06250000000000001,36,4
But I don't like it.,0,"['dont', 'like']",0.0,15,2
Hell no will I go back,0,"['hell', 'go', 'back']",0.0,20,3
We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0,"['weve', 'gotten', 'much', 'better', 'service', 'pizza', 'place', 'next', 'door', 'service', 'received', 'restaurant']",0.25,107,12
"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0,"['dont', 'know', 'big', 'deal', 'place', 'wont', 'back', 'yaall']",0.0,58,8
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0,"['immediately', 'said', 'wanted', 'talk', 'manager', 'want', 'talk', 'guy', 'shot', 'fireball', 'behind', 'bar']",-0.4,101,12
The ambiance isn't much better.,0,"['ambiance', 'isnt', 'much', 'better']",0.5,35,4
"Unfortunately, it only set us up for disapppointment with our entrees.",0,"['unfortunately', 'set', 'u', 'disapppointment', 'entree']",-0.5,54,5
The food wasn't good.,0,"['food', 'wasnt', 'good']",0.7,23,3
"Your servers suck, wait, correction, our server Heimer sucked.",0,"['server', 'suck', 'wait', 'correction', 'server', 'heimer', 'sucked']",0.0,64,7
What happened next was pretty....off putting.,0,"['happened', 'next', 'prettyoff', 'putting']",0.0,41,4
"too bad cause I know it's family owned, I really wanted to like this place.",0,"['bad', 'cause', 'know', 'family', 'owned', 'really', 'wanted', 'like', 'place']",-0.24999999999999992,72,9
Overpriced for what you are getting.,0,"['overpriced', 'getting']",0.0,24,2
I vomited in the bathroom mid lunch.,0,"['vomited', 'bathroom', 'mid', 'lunch']",0.0,36,4
"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0,"['kept', 'looking', 'time', 'soon', 'become', '35', 'minute', 'yet', 'still', 'food']",0.0,76,10
"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0,"['place', 'eat', 'circumstance', 'would', 'ever', 'return', 'top', 'list']",0.5,67,8
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0,"['started', 'tuna', 'sashimi', 'brownish', 'color', 'obviously', 'wasnt', 'fresh']",0.15,75,8
Food was below average.,0,"['food', 'average']",-0.15,18,2
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0,"['sure', 'beat', 'nacho', 'movie', 'would', 'expect', 'little', 'bit', 'coming', 'restaurant']",0.15625,85,10
"All in all, Ha Long Bay was a bit of a flop.",0,"['ha', 'long', 'bay', 'bit', 'flop']",-0.05,32,5
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0,"['problem', 'charge', '1199', 'sandwich', 'bigger', 'subway', 'sub', 'offer', 'better', 'amount', 'vegetable']",0.25,100,11
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0,"['shrimp', 'unwrapped', 'live', '12', 'mile', 'brushfire', 'literally', 'ice', 'cold']",-0.2318181818181818,78,9
"It lacked flavor, seemed undercooked, and dry.",0,"['lacked', 'flavor', 'seemed', 'undercooked', 'dry']",-0.06666666666666665,48,5
It really is impressive that the place hasn't closed down.,0,"['really', 'impressive', 'place', 'hasnt', 'closed']",0.45,48,5
I would avoid this place if you are staying in the Mirage.,0,"['would', 'avoid', 'place', 'staying', 'mirage']",0.0,44,5
The refried beans that came with my meal were dried out and crusty and the food was bland.,0,"['refried', 'bean', 'came', 'meal', 'dried', 'crusty', 'food', 'bland']",-0.18333333333333335,64,8
Spend your money and time some place else.,0,"['spend', 'money', 'time', 'place', 'else']",0.0,39,5
A lady at the table next to us found a live green caterpillar In her salad.,0,"['lady', 'table', 'next', 'u', 'found', 'live', 'green', 'caterpillar', 'salad']",-0.02121212121212122,72,9
the presentation of the food was awful.,0,"['presentation', 'food', 'awful']",-1.0,31,3
I can't tell you how disappointed I was.,0,"['cant', 'tell', 'disappointed']",-0.75,30,3
I think food should have flavor and texture and both were lacking.,0,"['think', 'food', 'flavor', 'texture', 'lacking']",0.0,45,5
Appetite instantly gone.,0,"['appetite', 'instantly', 'gone']",0.0,31,3
Overall I was not impressed and would not go back.,0,"['overall', 'impressed', 'would', 'go', 'back']",0.3333333333333333,43,5
"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0,"['whole', 'experience', 'underwhelming', 'think', 'well', 'go', 'ninja', 'sushi', 'next', 'time']",0.1,88,10
"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0,"['hadnt', 'wasted', 'enough', 'life', 'poured', 'salt', 'wound', 'drawing', 'time', 'took', 'bring', 'check']",-0.1,98,12
